publicare | User 0 firma 3 numar actiuni 5 cu pretul 4
publicare | User 16 firma 3 numar actiuni 2 cu pretul 5

publicare | User 16 firma 2 numar actiuni 3 cu pretul 7

publicare | User 16 firma 1 numar actiuni 5 cu pretul 1

publicare | User 16 firma 0 numar actiuni 7 cu pretul 1

publicare | User 16 firma 7 numar actiuni 1 cu pretul 9

publicare | User 16 firma 6 numar actiuni 1 cu pretul 9

publicare | User 16 firma 5 numar actiuni 5 cu pretul 10

publicare | User 16 firma 4 numar actiuni 7 cu pretul 5

publicare | User 16 firma 9 numar actiuni 8 cu pretul 3

publicare | User 16 firma 8 numar actiuni 7 cu pretul 7

publicare | User 17 firma 3 numar actiuni 1 cu pretul 5

publicare | User 17 firma 2 numar actiuni 1 cu pretul 8

publicare | User 17 firma 1 numar actiuni 1 cu pretul 4

publicare | User 17 firma 0 numar actiuni 1 cu pretul 2

publicare | User 17 firma 7 numar actiuni 2 cu pretul 10

publicare | User 17 firma 6 numar actiuni 2 cu pretul 1

publicare | User 17 firma 5 numar actiuni 7 cu pretul 5

publicare | User 17 firma 4 numar actiuni 3 cu pretul 2

publicare | User 17 firma 9 numar actiuni 3 cu pretul 3

publicare | User 17 firma 8 numar actiuni 6 cu pretul 4

publicare | User 17 firma 3 numar actiuni 1 cu pretul 5

publicare | User 17 firma 2 numar actiuni 2 cu pretul 8

publicare | User 17 firma 1 numar actiuni 3 cu pretul 4

publicare | User 17 firma 0 numar actiuni 4 cu pretul 2

publicare | User 17 firma 7 numar actiuni 8 cu pretul 10

publicare | User 17 firma 6 numar actiuni 2 cu pretul 1

publicare | User 17 firma 5 numar actiuni 1 cu pretul 5

publicare | User 17 firma 4 numar actiuni 5 cu pretul 2

publicare | User 17 firma 9 numar actiuni 1 cu pretul 3

publicare | User 17 firma 8 numar actiuni 1 cu pretul 4

publicare | User 17 firma 3 numar actiuni 1 cu pretul 5

publicare | User 17 firma 2 numar actiuni 1 cu pretul 8

publicare | User 17 firma 1 numar actiuni 3 cu pretul 4

publicare | User 17 firma 0 numar actiuni 4 cu pretul 2

publicare | User 17 firma 7 numar actiuni 5 cu pretul 10

publicare | User 17 firma 6 numar actiuni 1 cu pretul 1

publicare | User 17 firma 5 numar actiuni 7 cu pretul 5

publicare | User 17 firma 4 numar actiuni 2 cu pretul 2

publicare | User 17 firma 9 numar actiuni 2 cu pretul 3

publicare | User 17 firma 8 numar actiuni 5 cu pretul 4

publicare | User 18 firma 3 numar actiuni 1 cu pretul 2

publicare | User 18 firma 2 numar actiuni 3 cu pretul 4

publicare | User 18 firma 1 numar actiuni 3 cu pretul 4

publicare | User 18 firma 0 numar actiuni 4 cu pretul 7

publicare | User 18 firma 7 numar actiuni 1 cu pretul 7

publicare | User 18 firma 6 numar actiuni 3 cu pretul 3

publicare | User 18 firma 5 numar actiuni 2 cu pretul 2

publicare | User 18 firma 4 numar actiuni 2 cu pretul 6

publicare | User 18 firma 9 numar actiuni 1 cu pretul 3

publicare | User 18 firma 8 numar actiuni 1 cu pretul 6

publicare | User 19 firma 3 numar actiuni 2 cu pretul 2

publicare | User 19 firma 2 numar actiuni 4 cu pretul 2

publicare | User 19 firma 1 numar actiuni 1 cu pretul 6

publicare | User 19 firma 0 numar actiuni 6 cu pretul 10

publicare | User 19 firma 7 numar actiuni 5 cu pretul 1

publicare | User 19 firma 6 numar actiuni 1 cu pretul 6

publicare | User 19 firma 5 numar actiuni 7 cu pretul 8

publicare | User 19 firma 4 numar actiuni 1 cu pretul 1

publicare | User 19 firma 9 numar actiuni 1 cu pretul 2

publicare | User 19 firma 8 numar actiuni 2 cu pretul 6

publicare | User 20 firma 3 numar actiuni 2 cu pretul 10

publicare | User 20 firma 2 numar actiuni 1 cu pretul 1

publicare | User 20 firma 1 numar actiuni 1 cu pretul 10

publicare | User 20 firma 0 numar actiuni 2 cu pretul 8

publicare | User 20 firma 7 numar actiuni 4 cu pretul 6

publicare | User 20 firma 6 numar actiuni 2 cu pretul 9

publicare | User 20 firma 5 numar actiuni 3 cu pretul 5

publicare | User 20 firma 4 numar actiuni 3 cu pretul 4

publicare | User 20 firma 9 numar actiuni 5 cu pretul 7

publicare | User 20 firma 8 numar actiuni 1 cu pretul 6

publicare | User 20 firma 3 numar actiuni 2 cu pretul 10

publicare | User 20 firma 2 numar actiuni 3 cu pretul 1

publicare | User 20 firma 1 numar actiuni 10 cu pretul 10

publicare | User 20 firma 0 numar actiuni 6 cu pretul 8

publicare | User 20 firma 7 numar actiuni 2 cu pretul 6

publicare | User 20 firma 6 numar actiuni 1 cu pretul 9

publicare | User 20 firma 5 numar actiuni 4 cu pretul 5

publicare | User 20 firma 4 numar actiuni 3 cu pretul 4

publicare | User 20 firma 9 numar actiuni 8 cu pretul 7

publicare | User 20 firma 8 numar actiuni 2 cu pretul 6

publicare | User 21 firma 3 numar actiuni 7 cu pretul 4

publicare | User 21 firma 2 numar actiuni 5 cu pretul 2

publicare | User 21 firma 1 numar actiuni 2 cu pretul 2

publicare | User 21 firma 0 numar actiuni 6 cu pretul 8

publicare | User 21 firma 7 numar actiuni 1 cu pretul 5

publicare | User 21 firma 6 numar actiuni 2 cu pretul 9

publicare | User 21 firma 5 numar actiuni 4 cu pretul 7

publicare | User 21 firma 4 numar actiuni 1 cu pretul 6

publicare | User 21 firma 9 numar actiuni 7 cu pretul 4

publicare | User 21 firma 8 numar actiuni 1 cu pretul 4

publicare | User 21 firma 3 numar actiuni 7 cu pretul 4

publicare | User 21 firma 2 numar actiuni 7 cu pretul 2

publicare | User 21 firma 1 numar actiuni 1 cu pretul 2

publicare | User 21 firma 0 numar actiuni 4 cu pretul 8

publicare | User 21 firma 7 numar actiuni 10 cu pretul 5

publicare | User 21 firma 6 numar actiuni 5 cu pretul 9

publicare | User 21 firma 5 numar actiuni 1 cu pretul 7

publicare | User 21 firma 4 numar actiuni 1 cu pretul 6

publicare | User 21 firma 9 numar actiuni 3 cu pretul 4

publicare | User 21 firma 8 numar actiuni 2 cu pretul 4

publicare | User 22 firma 3 numar actiuni 5 cu pretul 8

publicare | User 22 firma 2 numar actiuni 2 cu pretul 2

publicare | User 22 firma 1 numar actiuni 1 cu pretul 10

publicare | User 22 firma 0 numar actiuni 8 cu pretul 5

publicare | User 22 firma 7 numar actiuni 4 cu pretul 8

publicare | User 22 firma 6 numar actiuni 3 cu pretul 3

publicare | User 22 firma 5 numar actiuni 1 cu pretul 5

publicare | User 22 firma 4 numar actiuni 4 cu pretul 9

publicare | User 22 firma 9 numar actiuni 2 cu pretul 4

publicare | User 22 firma 8 numar actiuni 2 cu pretul 4

publicare | User 23 firma 3 numar actiuni 5 cu pretul 1

publicare | User 23 firma 2 numar actiuni 5 cu pretul 8

publicare | User 23 firma 1 numar actiuni 6 cu pretul 3

publicare | User 23 firma 0 numar actiuni 1 cu pretul 9

publicare | User 23 firma 7 numar actiuni 1 cu pretul 4

publicare | User 23 firma 6 numar actiuni 1 cu pretul 2

publicare | User 23 firma 5 numar actiuni 10 cu pretul 6

publicare | User 23 firma 4 numar actiuni 1 cu pretul 2

publicare | User 23 firma 9 numar actiuni 5 cu pretul 8

publicare | User 23 firma 8 numar actiuni 1 cu pretul 6

publicare | User 23 firma 3 numar actiuni 4 cu pretul 1

publicare | User 23 firma 2 numar actiuni 1 cu pretul 8

publicare | User 23 firma 1 numar actiuni 6 cu pretul 3

publicare | User 23 firma 0 numar actiuni 1 cu pretul 9

publicare | User 23 firma 7 numar actiuni 3 cu pretul 4

publicare | User 23 firma 6 numar actiuni 1 cu pretul 2

publicare | User 23 firma 5 numar actiuni 4 cu pretul 6

publicare | User 23 firma 4 numar actiuni 1 cu pretul 2

publicare | User 23 firma 9 numar actiuni 3 cu pretul 8

publicare | User 23 firma 8 numar actiuni 1 cu pretul 6

publicare | User 23 firma 3 numar actiuni 2 cu pretul 1

publicare | User 23 firma 2 numar actiuni 5 cu pretul 8

publicare | User 23 firma 1 numar actiuni 2 cu pretul 3

publicare | User 23 firma 0 numar actiuni 1 cu pretul 9

publicare | User 23 firma 7 numar actiuni 2 cu pretul 4

publicare | User 23 firma 6 numar actiuni 1 cu pretul 2

publicare | User 23 firma 5 numar actiuni 7 cu pretul 6

publicare | User 23 firma 4 numar actiuni 1 cu pretul 2

publicare | User 23 firma 9 numar actiuni 6 cu pretul 8

publicare | User 23 firma 8 numar actiuni 2 cu pretul 6

publicare | User 23 firma 3 numar actiuni 5 cu pretul 1

publicare | User 23 firma 2 numar actiuni 4 cu pretul 8

publicare | User 23 firma 1 numar actiuni 6 cu pretul 3

publicare | User 23 firma 0 numar actiuni 1 cu pretul 9

publicare | User 23 firma 7 numar actiuni 1 cu pretul 4

publicare | User 23 firma 6 numar actiuni 1 cu pretul 2

publicare | User 23 firma 5 numar actiuni 1 cu pretul 6

publicare | User 23 firma 4 numar actiuni 3 cu pretul 2

publicare | User 23 firma 9 numar actiuni 5 cu pretul 8

publicare | User 23 firma 8 numar actiuni 1 cu pretul 6

publicare | User 23 firma 3 numar actiuni 7 cu pretul 1

publicare | User 23 firma 2 numar actiuni 4 cu pretul 8

publicare | User 23 firma 1 numar actiuni 4 cu pretul 3

publicare | User 23 firma 0 numar actiuni 1 cu pretul 9

publicare | User 23 firma 7 numar actiuni 3 cu pretul 4

publicare | User 23 firma 6 numar actiuni 1 cu pretul 2

publicare | User 23 firma 5 numar actiuni 10 cu pretul 6

publicare | User 23 firma 4 numar actiuni 3 cu pretul 2

publicare | User 23 firma 9 numar actiuni 1 cu pretul 8

publicare | User 23 firma 8 numar actiuni 2 cu pretul 6

publicare | User 24 firma 3 numar actiuni 2 cu pretul 7

publicare | User 24 firma 2 numar actiuni 3 cu pretul 9

publicare | User 24 firma 1 numar actiuni 2 cu pretul 8

publicare | User 24 firma 0 numar actiuni 8 cu pretul 6

publicare | User 24 firma 7 numar actiuni 8 cu pretul 2

publicare | User 24 firma 6 numar actiuni 2 cu pretul 10

publicare | User 24 firma 5 numar actiuni 1 cu pretul 5

publicare | User 24 firma 4 numar actiuni 4 cu pretul 8

publicare | User 24 firma 9 numar actiuni 4 cu pretul 4

publicare | User 24 firma 8 numar actiuni 2 cu pretul 1

publicare | User 25 firma 3 numar actiuni 2 cu pretul 6

publicare | User 25 firma 2 numar actiuni 1 cu pretul 6

publicare | User 25 firma 1 numar actiuni 1 cu pretul 10

publicare | User 25 firma 0 numar actiuni 2 cu pretul 8

publicare | User 25 firma 7 numar actiuni 4 cu pretul 5

publicare | User 25 firma 6 numar actiuni 5 cu pretul 1

publicare | User 25 firma 5 numar actiuni 1 cu pretul 8

publicare | User 25 firma 4 numar actiuni 2 cu pretul 8

publicare | User 25 firma 9 numar actiuni 1 cu pretul 2

publicare | User 25 firma 8 numar actiuni 2 cu pretul 7

publicare | User 25 firma 3 numar actiuni 5 cu pretul 6

publicare | User 25 firma 2 numar actiuni 4 cu pretul 6

publicare | User 25 firma 1 numar actiuni 3 cu pretul 10

publicare | User 25 firma 0 numar actiuni 4 cu pretul 8

publicare | User 25 firma 7 numar actiuni 2 cu pretul 5

publicare | User 25 firma 6 numar actiuni 3 cu pretul 1

publicare | User 25 firma 5 numar actiuni 1 cu pretul 8

publicare | User 25 firma 4 numar actiuni 2 cu pretul 8

publicare | User 25 firma 9 numar actiuni 7 cu pretul 2

publicare | User 25 firma 8 numar actiuni 2 cu pretul 7

publicare | User 26 firma 3 numar actiuni 2 cu pretul 7

publicare | User 26 firma 2 numar actiuni 1 cu pretul 2

publicare | User 26 firma 1 numar actiuni 1 cu pretul 7

publicare | User 26 firma 0 numar actiuni 2 cu pretul 7

publicare | User 26 firma 7 numar actiuni 8 cu pretul 9

publicare | User 26 firma 6 numar actiuni 5 cu pretul 9

publicare | User 26 firma 5 numar actiuni 6 cu pretul 2

publicare | User 26 firma 4 numar actiuni 8 cu pretul 1

publicare | User 26 firma 9 numar actiuni 1 cu pretul 5

publicare | User 26 firma 8 numar actiuni 4 cu pretul 3

publicare | User 27 firma 3 numar actiuni 2 cu pretul 2

publicare | User 27 firma 2 numar actiuni 2 cu pretul 3

publicare | User 27 firma 1 numar actiuni 2 cu pretul 5

publicare | User 27 firma 0 numar actiuni 1 cu pretul 5

publicare | User 27 firma 7 numar actiuni 5 cu pretul 8

publicare | User 27 firma 6 numar actiuni 2 cu pretul 10

publicare | User 27 firma 5 numar actiuni 3 cu pretul 3

publicare | User 27 firma 4 numar actiuni 2 cu pretul 4

publicare | User 27 firma 9 numar actiuni 6 cu pretul 5

publicare | User 27 firma 8 numar actiuni 10 cu pretul 6

publicare | User 27 firma 3 numar actiuni 4 cu pretul 2

publicare | User 27 firma 2 numar actiuni 2 cu pretul 3

publicare | User 27 firma 1 numar actiuni 3 cu pretul 5

publicare | User 27 firma 0 numar actiuni 1 cu pretul 5

publicare | User 27 firma 7 numar actiuni 3 cu pretul 8

publicare | User 27 firma 6 numar actiuni 4 cu pretul 10

publicare | User 27 firma 5 numar actiuni 1 cu pretul 3

publicare | User 27 firma 4 numar actiuni 1 cu pretul 4

publicare | User 27 firma 9 numar actiuni 1 cu pretul 5

publicare | User 27 firma 8 numar actiuni 8 cu pretul 6

publicare | User 28 firma 3 numar actiuni 1 cu pretul 3

publicare | User 28 firma 2 numar actiuni 6 cu pretul 8

publicare | User 28 firma 1 numar actiuni 3 cu pretul 8

publicare | User 28 firma 0 numar actiuni 7 cu pretul 3

publicare | User 28 firma 7 numar actiuni 2 cu pretul 8

publicare | User 28 firma 6 numar actiuni 5 cu pretul 9

publicare | User 28 firma 5 numar actiuni 2 cu pretul 5

publicare | User 28 firma 4 numar actiuni 1 cu pretul 2

publicare | User 28 firma 9 numar actiuni 4 cu pretul 9

publicare | User 28 firma 8 numar actiuni 5 cu pretul 9

publicare | User 28 firma 3 numar actiuni 1 cu pretul 3

publicare | User 28 firma 2 numar actiuni 2 cu pretul 8

publicare | User 28 firma 1 numar actiuni 3 cu pretul 8

publicare | User 28 firma 0 numar actiuni 10 cu pretul 3

publicare | User 28 firma 7 numar actiuni 1 cu pretul 8

publicare | User 28 firma 6 numar actiuni 3 cu pretul 9

publicare | User 28 firma 5 numar actiuni 2 cu pretul 5

publicare | User 28 firma 4 numar actiuni 1 cu pretul 2

publicare | User 28 firma 9 numar actiuni 6 cu pretul 9

publicare | User 28 firma 8 numar actiuni 2 cu pretul 9

publicare | User 28 firma 3 numar actiuni 2 cu pretul 3

publicare | User 28 firma 2 numar actiuni 5 cu pretul 8

publicare | User 28 firma 1 numar actiuni 1 cu pretul 8

publicare | User 28 firma 0 numar actiuni 6 cu pretul 3

publicare | User 28 firma 7 numar actiuni 3 cu pretul 8

publicare | User 28 firma 6 numar actiuni 3 cu pretul 9

publicare | User 28 firma 5 numar actiuni 5 cu pretul 5

publicare | User 28 firma 4 numar actiuni 4 cu pretul 2

publicare | User 28 firma 9 numar actiuni 4 cu pretul 9

publicare | User 28 firma 8 numar actiuni 2 cu pretul 9

publicare | User 28 firma 3 numar actiuni 1 cu pretul 3

publicare | User 28 firma 2 numar actiuni 2 cu pretul 8

publicare | User 28 firma 1 numar actiuni 2 cu pretul 8

publicare | User 28 firma 0 numar actiuni 6 cu pretul 3

publicare | User 28 firma 7 numar actiuni 5 cu pretul 8

publicare | User 28 firma 6 numar actiuni 1 cu pretul 9

publicare | User 28 firma 5 numar actiuni 5 cu pretul 5

publicare | User 28 firma 4 numar actiuni 4 cu pretul 2

publicare | User 28 firma 9 numar actiuni 6 cu pretul 9

publicare | User 28 firma 8 numar actiuni 4 cu pretul 9

publicare | User 29 firma 3 numar actiuni 2 cu pretul 4

publicare | User 29 firma 2 numar actiuni 6 cu pretul 3

publicare | User 29 firma 1 numar actiuni 4 cu pretul 6

publicare | User 29 firma 0 numar actiuni 3 cu pretul 7

publicare | User 29 firma 7 numar actiuni 5 cu pretul 6

publicare | User 29 firma 6 numar actiuni 7 cu pretul 9

publicare | User 29 firma 5 numar actiuni 1 cu pretul 6

publicare | User 29 firma 4 numar actiuni 1 cu pretul 6

publicare | User 29 firma 9 numar actiuni 6 cu pretul 6

publicare | User 29 firma 8 numar actiuni 1 cu pretul 5

publicare | User 30 firma 3 numar actiuni 1 cu pretul 2

publicare | User 30 firma 2 numar actiuni 1 cu pretul 7

publicare | User 30 firma 1 numar actiuni 1 cu pretul 4

publicare | User 30 firma 0 numar actiuni 2 cu pretul 2

publicare | User 30 firma 7 numar actiuni 1 cu pretul 8

publicare | User 30 firma 6 numar actiuni 1 cu pretul 1

publicare | User 30 firma 5 numar actiuni 4 cu pretul 10

publicare | User 30 firma 4 numar actiuni 2 cu pretul 7

publicare | User 30 firma 9 numar actiuni 4 cu pretul 2

publicare | User 30 firma 8 numar actiuni 3 cu pretul 4

publicare | User 31 firma 3 numar actiuni 3 cu pretul 3

publicare | User 31 firma 2 numar actiuni 1 cu pretul 1

publicare | User 31 firma 1 numar actiuni 1 cu pretul 3

publicare | User 31 firma 0 numar actiuni 2 cu pretul 2

publicare | User 31 firma 7 numar actiuni 3 cu pretul 8

publicare | User 31 firma 6 numar actiuni 5 cu pretul 3

publicare | User 31 firma 5 numar actiuni 5 cu pretul 7

publicare | User 31 firma 4 numar actiuni 5 cu pretul 3

publicare | User 31 firma 9 numar actiuni 1 cu pretul 5

publicare | User 31 firma 8 numar actiuni 1 cu pretul 8

publicare | User 32 firma 3 numar actiuni 3 cu pretul 3

publicare | User 32 firma 2 numar actiuni 9 cu pretul 5

publicare | User 32 firma 1 numar actiuni 1 cu pretul 4

publicare | User 32 firma 0 numar actiuni 3 cu pretul 1

publicare | User 32 firma 7 numar actiuni 1 cu pretul 4

publicare | User 32 firma 6 numar actiuni 1 cu pretul 5

publicare | User 32 firma 5 numar actiuni 3 cu pretul 8

publicare | User 32 firma 4 numar actiuni 1 cu pretul 6

publicare | User 32 firma 9 numar actiuni 5 cu pretul 5

publicare | User 32 firma 8 numar actiuni 7 cu pretul 3

publicare | User 33 firma 3 numar actiuni 3 cu pretul 8

publicare | User 33 firma 2 numar actiuni 2 cu pretul 10

publicare | User 33 firma 1 numar actiuni 5 cu pretul 2

publicare | User 33 firma 0 numar actiuni 1 cu pretul 3

publicare | User 33 firma 7 numar actiuni 8 cu pretul 4

publicare | User 33 firma 6 numar actiuni 5 cu pretul 4

publicare | User 33 firma 5 numar actiuni 2 cu pretul 5

publicare | User 33 firma 4 numar actiuni 2 cu pretul 5

publicare | User 33 firma 9 numar actiuni 2 cu pretul 3

publicare | User 33 firma 8 numar actiuni 2 cu pretul 9

publicare | User 33 firma 3 numar actiuni 3 cu pretul 8

publicare | User 33 firma 2 numar actiuni 5 cu pretul 10

publicare | User 33 firma 1 numar actiuni 5 cu pretul 2

publicare | User 33 firma 0 numar actiuni 1 cu pretul 3

publicare | User 33 firma 7 numar actiuni 8 cu pretul 4

publicare | User 33 firma 6 numar actiuni 4 cu pretul 4

publicare | User 33 firma 5 numar actiuni 3 cu pretul 5

publicare | User 33 firma 4 numar actiuni 2 cu pretul 5

publicare | User 33 firma 9 numar actiuni 1 cu pretul 3

publicare | User 33 firma 8 numar actiuni 2 cu pretul 9

publicare | User 34 firma 3 numar actiuni 8 cu pretul 2

publicare | User 34 firma 2 numar actiuni 5 cu pretul 3

publicare | User 34 firma 1 numar actiuni 3 cu pretul 2

publicare | User 34 firma 0 numar actiuni 7 cu pretul 6

publicare | User 34 firma 7 numar actiuni 3 cu pretul 10

publicare | User 34 firma 6 numar actiuni 1 cu pretul 4

publicare | User 34 firma 5 numar actiuni 3 cu pretul 7

publicare | User 34 firma 4 numar actiuni 3 cu pretul 5

publicare | User 34 firma 9 numar actiuni 2 cu pretul 2

publicare | User 34 firma 8 numar actiuni 6 cu pretul 7

publicare | User 34 firma 3 numar actiuni 4 cu pretul 2

publicare | User 34 firma 2 numar actiuni 8 cu pretul 3

publicare | User 34 firma 1 numar actiuni 6 cu pretul 2

publicare | User 34 firma 0 numar actiuni 1 cu pretul 6

publicare | User 34 firma 7 numar actiuni 1 cu pretul 10

publicare | User 34 firma 6 numar actiuni 3 cu pretul 4

publicare | User 34 firma 5 numar actiuni 3 cu pretul 7

publicare | User 34 firma 4 numar actiuni 6 cu pretul 5

publicare | User 34 firma 9 numar actiuni 1 cu pretul 2

publicare | User 34 firma 8 numar actiuni 6 cu pretul 7

publicare | User 34 firma 3 numar actiuni 2 cu pretul 2

publicare | User 34 firma 2 numar actiuni 5 cu pretul 3

publicare | User 34 firma 1 numar actiuni 3 cu pretul 2

publicare | User 34 firma 0 numar actiuni 7 cu pretul 6
